field_pt,date,year,month,day,locality,site,bar,station,transect,tran_length,easting,northing,elev_m,collector,type,gear
PC863,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295903.0786,3237580.096,-1.207008,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC864,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295908.1621,3237583.565,-1.246632,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC865,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295937.2952,3237558.711,-1.26492,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC866,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295932.2449,3237555.206,-1.246632,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC867,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295928.4801,3237549.821,-1.243584,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC868,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295922.8529,3237546.946,-0.984504,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC869,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295918.028,3237543.058,-0.445008,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC870,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295913.1309,3237539.299,-0.50292,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC873,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295895.602,3237532.318,-0.509016,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC874,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295890.191,3237529.405,-0.573024,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC875,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295886.3265,3237524.119,-0.627888,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC876,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295881.4834,3237520.249,-0.688848,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC877,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295901.1397,3237498.268,-0.603504,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC878,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295907.7661,3237497.157,-0.585216,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC879,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295913.934,3237497.674,-0.588264,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC880,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295919.8441,3237499.41,-0.59436,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC882,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295931.4718,3237503.554,-0.569976,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC883,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295936.968,3237506.796,-1.03632,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC884,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295942.6957,3237509.305,-1.15824,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC885,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295948.6509,3237510.62,-1.194816,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC886,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295981.3835,3237458.566,-1.277112,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC887,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295975.0707,3237456.794,-1.304544,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC888,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295968.7724,3237455.641,-1.301496,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC889,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295962.95,3237459.172,-1.307592,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC890,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295957.0015,3237461.509,-1.298448,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC891,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295950.906,3237462.329,-1.304544,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC892,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295944.9253,3237464.108,-1.331976,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC893,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295938.8891,3237465.446,-1.316736,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC894,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295932.7385,3237465.169,-0.941832,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC895,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295926.6205,3237465.856,-0.70104,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC897,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295914.6433,3237469.698,-0.67056,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC898,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295908.7351,3237472.47,-0.67056,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC899,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295902.6176,3237472.855,-0.658368,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC900,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295896.3715,3237472.1,-0.682752,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC901,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295890.2756,3237472.881,-0.6858,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC902,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295884.1261,3237473.086,-0.707136,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC903,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295862.1682,3236989.924,-1.176528,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC904,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295868.7868,3236988.612,-1.042416,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC905,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295874.8482,3236989.505,-0.96012,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC906,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295880.7889,3236990.896,-0.871728,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC907,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295886.6183,3236993.181,-0.877824,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC908,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295892.6732,3236994.394,-0.880872,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC909,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295898.9608,3236994.295,-0.877824,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC910,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295905.2838,3236994.403,-0.86868,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC911,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295911.1326,3236996.825,-0.86868,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC912,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295916.9826,3236999.378,-0.829056,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC913,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295922.7984,3237001.859,-0.80772,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC914,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295928.9756,3237002.748,-0.774192,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC915,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295935.5061,3237001.823,-0.755904,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC916,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295941.6603,3237002.524,-0.722376,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC917,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295947.5835,3237004.369,-0.71628,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC919,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295959.785,3237006.448,-0.737616,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC920,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295965.7799,3237007.771,-0.755904,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC921,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295971.4345,3237010.652,-1.045464,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC922,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295977.2056,3237013.24,-1.09728,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC923,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295983.191,3237014.883,-1.167384,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC924,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295989.2701,3237016.066,-1.182624,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC925,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295995.223,3237017.826,-1.207008,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC926,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296016.3086,3236987.944,-1.12776,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC927,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296009.6722,3236989.318,-1.100328,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC928,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296003.3184,3236989.515,-1.085088,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC929,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295997.3456,3236988.286,-1.08204,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC930,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295991.3121,3236987.094,-1.09728,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC931,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295985.2751,3236985.838,-1.106424,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC932,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295979.5704,3236983.167,-1.091184,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC933,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295973.6186,3236981.535,-1.00584,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC934,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295967.6297,3236980.209,-0.679704,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC937,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295949.084,3236978.736,-0.688848,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC938,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295943.2848,3236976.414,-0.679704,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC939,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295937.5883,3236973.628,-0.697992,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC940,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295931.8445,3236971.369,-0.740664,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC941,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295925.7568,3236970.61,-0.725424,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC942,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295919.7847,3236969.101,-0.722376,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC943,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295913.8975,3236967.194,-0.737616,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC944,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295907.8765,3236965.676,-0.786384,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC945,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295901.7337,3236964.878,-0.966216,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC946,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295895.3468,3236964.063,-1.014984,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC947,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295889.5444,3236962.08,-1.054608,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC948,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295922.8925,3236937.501,-0.819912,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC949,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295928.9832,3236938.263,-0.804672,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC950,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295934.6097,3236941.059,-0.804672,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC951,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295940.4957,3236942.834,-0.795528,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC952,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295946.6653,3236943.196,-0.795528,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC953,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295952.7922,3236943.912,-0.758952,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC954,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295958.4447,3236946.894,-0.762,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC956,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295970.4199,3236949.611,-0.780288,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC957,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295976.4792,3236950.617,-0.80772,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC958,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295982.356,3236952.39,-0.917448,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC959,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295988.3278,3236953.854,-0.984504,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC960,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295994.4249,3236954.643,-0.981456,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC961,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296000.6445,3236955.148,-0.996696,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC962,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296006.5177,3236956.854,-1.027176,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC963,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296012.0412,3236960.08,-1.103376,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC964,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296098.5169,3236789.773,-1.28016,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC965,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296094.0069,3236785.298,-1.368552,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC966,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296088.6469,3236782.292,-1.210056,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC967,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296082.6924,3236780.349,-1.085088,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC968,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296077.047,3236777.831,-1.027176,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC969,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296072.0922,3236774.093,-0.987552,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC970,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296067.0167,3236770.491,-0.966216,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC971,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296060.8782,3236766.983,-0.954024,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC972,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296055.1513,3236764.566,-0.935736,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC974,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296044.0302,3236759.061,-0.972312,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC975,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296038.5568,3236756.346,-0.981456,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC976,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296033.3271,3236752.891,-0.999744,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC977,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296027.696,3236750.275,-0.9906,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC978,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296021.8861,3236748.124,-0.993648,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC979,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296016.2691,3236745.368,-0.984504,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC980,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296010.3055,3236743.075,-1.002792,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC981,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296005.4793,3236739.04,-0.981456,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC982,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296001.0106,3236734.39,-0.993648,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC983,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296012.9646,3236713.192,-0.941832,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC984,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296016.903,3236718.913,-0.947928,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC985,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296022.6795,3236721.077,-0.941832,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC986,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296029.8366,3236720.702,-0.932688,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC987,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296035.3969,3236723.254,-0.92964,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC988,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296040.3189,3236727.077,-0.9144,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC989,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296046.1419,3236729.323,-0.908304,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC990,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296052.1345,3236731.089,-0.890016,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC991,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296058.103,3236732.888,-0.859536,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC993,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296068.46,3236739.579,-0.893064,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC994,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296073.1996,3236743.824,-0.923544,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC995,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296078.3648,3236747.216,-0.947928,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC996,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296084.7747,3236749.663,-0.993648,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC997,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296090.2251,3236752.54,-1.02108,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC998,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296095.3023,3236755.984,-1.072896,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC999,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,296101.9403,3236758.729,-1.347216,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1282,9/7/2017,2017,9,7,LC,O,19,LCO19,-999,-999,296272.9463,3236395.858,-0.935736,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1311,9/7/2017,2017,9,7,LC,O,20,LCO20,-999,-999,296368.1382,3236039.518,-1.018032,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1333,9/7/2017,2017,9,7,LC,O,20,LCO20,-999,-999,296378.5714,3236013.337,-0.880872,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1334,9/7/2017,2017,9,7,LC,O,20,LCO20,-999,-999,296383.1874,3236017.738,-0.917448,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1360,9/7/2017,2017,9,7,LC,O,20,LCO20,-999,-999,296397.3021,3235985.039,-0.798576,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1380,9/7/2017,2017,9,7,LC,O,20,LCO20,-999,-999,296409.8249,3235959.397,-0.819912,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1397,9/7/2017,2017,9,7,LC,O,20,LCO20,-999,-999,296427.4529,3235934.41,-0.74676,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1398,9/7/2017,2017,9,7,LC,O,20,LCO20,-999,-999,296422.498,3235930.651,-0.743712,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1420,9/7/2017,2017,9,7,LC,O,20,LCO20,-999,-999,296435.461,3235905.512,-0.722376,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1421,9/7/2017,2017,9,7,LC,O,20,LCO20,-999,-999,296441.1877,3235907.904,-0.725424,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1446,9/7/2017,2017,9,7,LC,O,21,LCO21,-999,-999,296513.3386,3235740.991,-0.826008,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1447,9/7/2017,2017,9,7,LC,O,21,LCO21,-999,-999,296508.111,3235737.777,-0.819912,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1467,9/7/2017,2017,9,7,LC,O,21,LCO21,-999,-999,296524.722,3235709.701,-0.813816,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1490,9/7/2017,2017,9,7,LC,O,21,LCO21,-999,-999,296537.993,3235681.712,-0.74676,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1515,9/7/2017,2017,9,7,LC,O,21,LCO21,-999,-999,296549.6359,3235654.761,-0.829056,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1532,9/7/2017,2017,9,7,LC,O,21,LCO21,-999,-999,296552.971,3235656.955,-0.88392,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1533,9/7/2017,2017,9,7,LC,O,21,LCO21,-999,-999,296547.6257,3235653.882,-0.86868,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1553,9/7/2017,2017,9,7,LC,O,21,LCO21,-999,-999,296564.5668,3235629.483,-0.847344,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1573,9/7/2017,2017,9,7,LC,O,22,LCO22,-999,-999,296647.5026,3235505.479,-0.938784,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1590,9/7/2017,2017,9,7,LC,O,22,LCO22,-999,-999,296664.1016,3235477.419,-0.917448,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1615,9/7/2017,2017,9,7,LC,O,22,LCO22,-999,-999,296676.2681,3235452.533,-0.847344,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1637,9/7/2017,2017,9,7,LC,O,22,LCO22,-999,-999,296692.5072,3235422.662,-0.768096,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1663,9/7/2017,2017,9,7,LC,O,22,LCO22,-999,-999,296704.3875,3235397.81,-0.737616,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC1688,9/7/2017,2017,9,7,LC,O,22,LCO22,-999,-999,296704.4196,3235395.855,-0.74676,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
