"","point","bar","station","date","POINT_X","POINT_Y","locality","site","elev_m"
"969","PC1610",NA,NA,"9/7/2017 0:00",296649.1292,3235438.154,"LC","O",-0.859536
"970","PC1611",NA,NA,"9/7/2017 0:00",296655.0709,3235440.021,"LC","O",-0.856488
"971","PC1612",NA,NA,"9/7/2017 0:00",296661.3092,3235441.297,"LC","O",-0.829056
"972","PC1613",NA,NA,"9/7/2017 0:00",296667.3057,3235443.163,"LC","O",-0.82296
"973","PC1614",NA,NA,"9/7/2017 0:00",296671.9495,3235447.607,"LC","O",-0.844296
"974","PC1616",NA,NA,"9/7/2017 0:00",296681.076,3235456.561,"LC","O",-0.847344
"975","PC1617",NA,NA,"9/7/2017 0:00",296686.2919,3235459.833,"LC","O",-0.835152
"976","PC1618",NA,NA,"9/7/2017 0:00",296692.0093,3235462.205,"LC","O",-0.8382
"977","PC1619",NA,NA,"9/7/2017 0:00",296697.7326,3235464.567,"LC","O",-0.850392
"978","PC162",NA,NA,"9/5/2017 0:00",294465.3192,3239100.42,"LC","O",-1.392936
"979","PC1620",NA,NA,"9/7/2017 0:00",296703.2462,3235467.355,"LC","O",-0.862584
"980","PC1621",NA,NA,"9/7/2017 0:00",296708.7628,3235470.137,"LC","O",-0.86868
"981","PC1622",NA,NA,"9/7/2017 0:00",296714.5002,3235472.362,"LC","O",-0.890016
"982","PC1623",NA,NA,"9/7/2017 0:00",296720.1186,3235474.926,"LC","O",-0.966216
"983","PC1624",NA,NA,"9/7/2017 0:00",296725.5095,3235477.974,"LC","O",-1.027176
"984","PC1625",NA,NA,"9/7/2017 0:00",296730.9418,3235480.888,"LC","O",-1.08204
"985","PC1626",NA,NA,"9/7/2017 0:00",296750.7458,3235458.342,"LC","O",-1.103376
"986","PC1627",NA,NA,"9/7/2017 0:00",296744.7176,3235456.695,"LC","O",-1.094232
"987","PC1628",NA,NA,"9/7/2017 0:00",296739.7912,3235452.345,"LC","O",-1.088136
"988","PC1629",NA,NA,"9/7/2017 0:00",296735.3373,3235447.646,"LC","O",-1.042416
"989","PC163",NA,NA,"9/5/2017 0:00",294468.9234,3239102.347,"LC","O",-1.350264
"990","PC1630",NA,NA,"9/7/2017 0:00",296729.8865,3235444.004,"LC","O",-0.978408
"991","PC1631",NA,NA,"9/7/2017 0:00",296724.667,3235440.665,"LC","O",-0.88392
"992","PC1632",NA,NA,"9/7/2017 0:00",296719.6637,3235436.958,"LC","O",-0.82296
"993","PC1633",NA,NA,"9/7/2017 0:00",296714.4145,3235433.714,"LC","O",-0.786384
"994","PC1634",NA,NA,"9/7/2017 0:00",296708.5264,3235431.692,"LC","O",-0.780288
"995","PC1635",NA,NA,"9/7/2017 0:00",296703.5296,3235428.028,"LC","O",-0.780288
"996","PC1636",NA,NA,"9/7/2017 0:00",296698.3737,3235424.648,"LC","O",-0.755904
"997","PC1638",NA,NA,"9/7/2017 0:00",296687.1177,3235419.764,"LC","O",-0.762
"998","PC1639",NA,NA,"9/7/2017 0:00",296681.4522,3235417.398,"LC","O",-0.752856
"999","PC164",NA,NA,"9/5/2017 0:00",294479.5184,3239093.706,"LC","O",-1.200912
"1000","PC1640",NA,NA,"9/7/2017 0:00",296676.0084,3235414.57,"LC","O",-0.758952
"1001","PC1641",NA,NA,"9/7/2017 0:00",296671.009,3235410.964,"LC","O",-0.752856
"1002","PC1642",NA,NA,"9/7/2017 0:00",296665.4452,3235408.362,"LC","O",-0.79248
"1003","PC1643",NA,NA,"9/7/2017 0:00",296660.2384,3235405.093,"LC","O",-0.810768
"1004","PC1644",NA,NA,"9/7/2017 0:00",296654.9411,3235401.935,"LC","O",-0.82296
"1005","PC1645",NA,NA,"9/7/2017 0:00",296648.3032,3235401.339,"LC","O",-0.862584
"1006","PC1646",NA,NA,"9/7/2017 0:00",296642.464,3235399.331,"LC","O",-0.920496
"1007","PC1647",NA,NA,"9/7/2017 0:00",296637.2931,3235395.986,"LC","O",-0.954024
"1008","PC1648",NA,NA,"9/7/2017 0:00",296631.4706,3235393.798,"LC","O",-0.969264
"1009","PC1649",NA,NA,"9/7/2017 0:00",296625.978,3235390.961,"LC","O",-0.972312
"1010","PC165",NA,NA,"9/5/2017 0:00",294475.0951,3239089.388,"LC","O",-1.252728
"1011","PC1650",NA,NA,"9/7/2017 0:00",296632.7625,3235361.918,"LC","O",-0.969264
"1012","PC1651",NA,NA,"9/7/2017 0:00",296639.2135,3235362.747,"LC","O",-0.926592
"1013","PC1652",NA,NA,"9/7/2017 0:00",296645.0198,3235364.831,"LC","O",-0.905256
"1014","PC1653",NA,NA,"9/7/2017 0:00",296650.1827,3235368.317,"LC","O",-0.923544
"1015","PC1654",NA,NA,"9/7/2017 0:00",296655.1823,3235371.957,"LC","O",-0.935736
"1016","PC1655",NA,NA,"9/7/2017 0:00",296660.6799,3235374.653,"LC","O",-0.886968
"1017","PC1656",NA,NA,"9/7/2017 0:00",296666.1361,3235377.496,"LC","O",-0.832104
"1018","PC1657",NA,NA,"9/7/2017 0:00",296670.9856,3235381.408,"LC","O",-0.801624
"1019","PC1658",NA,NA,"9/7/2017 0:00",296675.9349,3235385.219,"LC","O",-0.771144
"1020","PC1659",NA,NA,"9/7/2017 0:00",296681.2947,3235388.203,"LC","O",-0.758952
"1021","PC166",NA,NA,"9/5/2017 0:00",294470.8689,3239084.937,"LC","O",-1.344168
"1022","PC1660",NA,NA,"9/7/2017 0:00",296687.2462,3235390.875,"LC","O",-0.762
"1023","PC1661",NA,NA,"9/7/2017 0:00",296692.8851,3235393.344,"LC","O",-0.740664
"1024","PC1662",NA,NA,"9/7/2017 0:00",296698.8301,3235395.245,"LC","O",-0.743712
"1025","PC1664",NA,NA,"9/7/2017 0:00",296709.9283,3235400.564,"LC","O",-0.740664
"1026","PC1665",NA,NA,"9/7/2017 0:00",296714.3075,3235405.443,"LC","O",-0.774192
"1027","PC1666",NA,NA,"9/7/2017 0:00",296719.5574,3235408.763,"LC","O",-0.780288
"1028","PC1667",NA,NA,"9/7/2017 0:00",296725.0982,3235411.527,"LC","O",-0.79248
"1029","PC1668",NA,NA,"9/7/2017 0:00",296766.9645,3235429.651,"LC","O",-1.103376
"1030","PC1669",NA,NA,"9/7/2017 0:00",296761.1547,3235427.524,"LC","O",-1.106424
"1031","PC167",NA,NA,"9/5/2017 0:00",294467.2199,3239079.914,"LC","O",-1.17348
"1032","PC1670",NA,NA,"9/7/2017 0:00",296754.7698,3235426.573,"LC","O",-1.088136
"1033","PC1671",NA,NA,"9/7/2017 0:00",296749.4935,3235423.371,"LC","O",-1.069848
"1034","PC1672",NA,NA,"9/7/2017 0:00",296767.7314,3235434.869,"LC","O",-1.12776
"1035","PC1673",NA,NA,"9/7/2017 0:00",296785.8245,3235439.034,"LC","O",-1.115568
"1036","PC1674",NA,NA,"9/7/2017 0:00",296780.6832,3235435.585,"LC","O",-1.106424
"1037","PC1675",NA,NA,"9/7/2017 0:00",296775.4702,3235432.291,"LC","O",-1.106424
"1038","PC1676",NA,NA,"9/7/2017 0:00",296769.2289,3235431.031,"LC","O",-1.109472
"1039","PC1677",NA,NA,"9/7/2017 0:00",296763.0656,3235429.62,"LC","O",-1.121664
"1040","PC1678",NA,NA,"9/7/2017 0:00",296757.6724,3235426.658,"LC","O",-1.103376
"1041","PC1679",NA,NA,"9/7/2017 0:00",296752.1324,3235423.989,"LC","O",-1.08204
"1042","PC168",NA,NA,"9/5/2017 0:00",294463.7711,3239074.764,"LC","O",-1.0668
"1043","PC1680",NA,NA,"9/7/2017 0:00",296746.5692,3235421.467,"LC","O",-1.0668
"1044","PC1681",NA,NA,"9/7/2017 0:00",296741.755,3235417.405,"LC","O",-1.011936
"1045","PC1682",NA,NA,"9/7/2017 0:00",296737.0646,3235413.205,"LC","O",-0.950976
"1046","PC1683",NA,NA,"9/7/2017 0:00",296731.5213,3235410.509,"LC","O",-0.847344
"1047","PC1684",NA,NA,"9/7/2017 0:00",296725.9176,3235407.889,"LC","O",-0.774192
"1048","PC1685",NA,NA,"9/7/2017 0:00",296720.5031,3235404.918,"LC","O",-0.765048
"1049","PC1686",NA,NA,"9/7/2017 0:00",296715.1074,3235402.016,"LC","O",-0.740664
"1050","PC1687",NA,NA,"9/7/2017 0:00",296709.8128,3235398.821,"LC","O",-0.73152
"1051","PC1689",NA,NA,"9/7/2017 0:00",296698.4115,3235394.059,"LC","O",-0.725424
"1052","PC169",NA,NA,"9/5/2017 0:00",294459.2482,3239070.551,"LC","O",-1.060704
"1053","PC1690",NA,NA,"9/7/2017 0:00",296692.5365,3235392.143,"LC","O",-0.734568
"1054","PC1691",NA,NA,"9/7/2017 0:00",296687.516,3235388.556,"LC","O",-0.737616
"1055","PC1692",NA,NA,"9/7/2017 0:00",296682.5136,3235384.944,"LC","O",-0.758952
"1056","PC1693",NA,NA,"9/7/2017 0:00",296676.898,3235382.346,"LC","O",-0.752856
"1057","PC1694",NA,NA,"9/7/2017 0:00",296671.2869,3235379.921,"LC","O",-0.804672
"1058","PC1695",NA,NA,"9/7/2017 0:00",296665.9247,3235377.017,"LC","O",-0.819912
"1059","PC1696",NA,NA,"9/7/2017 0:00",296676.427,3235350.353,"LC","O",-0.89916
"1060","PC1697",NA,NA,"9/7/2017 0:00",296681.6276,3235353.616,"LC","O",-0.8382
"1061","PC1698",NA,NA,"9/7/2017 0:00",296686.6106,3235357.453,"LC","O",-0.79248
"1062","PC1699",NA,NA,"9/7/2017 0:00",296692.4718,3235359.531,"LC","O",-0.762
"1063","PC17",NA,NA,"9/5/2017 0:00",294363.6099,3239241.903,"LC","O",-0.551688
"1064","PC170",NA,NA,"9/5/2017 0:00",294453.8446,3239067.091,"LC","O",-1.258824
"1065","PC1700",NA,NA,"9/7/2017 0:00",296698.8943,3235360.949,"LC","O",-0.725424
"1066","PC1701",NA,NA,"9/7/2017 0:00",296704.4404,3235363.617,"LC","O",-0.713232
"1067","PC1702",NA,NA,"9/7/2017 0:00",296709.8912,3235366.549,"LC","O",-0.710184
"1068","PC1705",NA,NA,"9/7/2017 0:00",296725.0966,3235377.378,"LC","O",-0.722376
"1069","PC1706",NA,NA,"9/7/2017 0:00",296729.8118,3235381.629,"LC","O",-0.73152
"1070","PC1707",NA,NA,"9/7/2017 0:00",296734.8562,3235385.159,"LC","O",-0.780288
"1071","PC1708",NA,NA,"9/7/2017 0:00",296740.6305,3235387.417,"LC","O",-0.816864
"1072","PC1709",NA,NA,"9/7/2017 0:00",296746.5537,3235389.262,"LC","O",-0.957072
"1073","PC171",NA,NA,"9/5/2017 0:00",294448.9165,3239063.271,"LC","O",-1.594104
"1074","PC1710",NA,NA,"9/7/2017 0:00",296752.3662,3235391.356,"LC","O",-1.069848
"1075","PC1711",NA,NA,"9/7/2017 0:00",296758.0623,3235393.743,"LC","O",-1.103376
"1076","PC1712",NA,NA,"9/7/2017 0:00",296763.6148,3235396.445,"LC","O",-1.109472
"1077","PC1713",NA,NA,"9/7/2017 0:00",294807.9342,3238777.008,"LC","O",-0.603504
"1078","PC1714",NA,NA,"9/7/2017 0:00",294801.7737,3238780.222,"LC","O",-0.435864
"1079","PC1715",NA,NA,"9/7/2017 0:00",294797.0549,3238784.13,"LC","O",-0.362712
"1080","PC1716",NA,NA,"9/7/2017 0:00",294791.3293,3238786.865,"LC","O",-0.490728
"1081","PC1717",NA,NA,"9/7/2017 0:00",294785.0738,3238788.942,"LC","O",-0.6096
"1082","PC1718",NA,NA,"9/7/2017 0:00",294780.3669,3238792.82,"LC","O",-0.911352
"1083","PC1719",NA,NA,"9/7/2017 0:00",294776.0748,3238797.798,"LC","O",-1.179576
"1084","PC172",NA,NA,"9/5/2017 0:00",294445.5436,3239058.085,"LC","O",-1.64592
"1085","PC1720",NA,NA,"9/7/2017 0:00",294771.0355,3238801.304,"LC","O",-1.61544
"1086","PC1721",NA,NA,"9/7/2017 0:00",294765.8857,3238804.713,"LC","O",-2.538984
"1087","PC1722",NA,NA,"9/7/2017 0:00",294763.0159,3238807.039,"LC","O",-2.877312
"1088","PC1723",NA,NA,"9/7/2017 0:00",294761.2414,3238808.782,"LC","O",-2.837688
"1089","PC1724",NA,NA,"9/7/2017 0:00",294757.579,3238813.959,"LC","O",-1.956816
"1090","PC1725",NA,NA,"9/7/2017 0:00",294752.6543,3238817.674,"LC","O",-1.441704
"1091","PC1726",NA,NA,"9/7/2017 0:00",294747.9849,3238821.658,"LC","O",-1.12776
"1092","PC1727",NA,NA,"9/7/2017 0:00",294743.7248,3238826.093,"LC","O",-1.00584
"1093","PC1728",NA,NA,"9/7/2017 0:00",294738.7016,3238829.706,"LC","O",-0.92964
"1094","PC1729",NA,NA,"9/7/2017 0:00",294733.9959,3238833.715,"LC","O",-0.920496
"1095","PC173",NA,NA,"9/5/2017 0:00",294442.8443,3239052.188,"LC","O",-1.743456
"1096","PC1732",NA,NA,"9/7/2017 0:00",294728.1248,3238830.838,"LC","O",-0.89916
"1097","PC1733",NA,NA,"9/7/2017 0:00",294732.6496,3238826.694,"LC","O",-0.902208
"1098","PC1734",NA,NA,"9/7/2017 0:00",294736.6076,3238821.865,"LC","O",-0.938784
"1099","PC1735",NA,NA,"9/7/2017 0:00",294740.4021,3238816.794,"LC","O",-0.996696
"1100","PC1736",NA,NA,"9/7/2017 0:00",294745.1513,3238812.882,"LC","O",-1.133856
"1101","PC1737",NA,NA,"9/7/2017 0:00",294750.8954,3238810.169,"LC","O",-1.563624
"1102","PC1738",NA,NA,"9/7/2017 0:00",294755.5927,3238805.88,"LC","O",-2.825496
"1103","PC1739",NA,NA,"9/7/2017 0:00",294757.5028,3238803.254,"LC","O",-3.151632
"1104","PC174",NA,NA,"9/5/2017 0:00",294439.2566,3239047.195,"LC","O",-1.78308
"1105","PC1740",NA,NA,"9/7/2017 0:00",294759.5046,3238801.003,"LC","O",-2.947416
"1106","PC1741",NA,NA,"9/7/2017 0:00",294764.0199,3238796.828,"LC","O",-1.527048
"1107","PC1742",NA,NA,"9/7/2017 0:00",294768.9637,3238793.204,"LC","O",-1.033272
"1108","PC1745",NA,NA,"9/7/2017 0:00",294783.5479,3238781.95,"LC","O",-0.445008
"1109","PC1746",NA,NA,"9/7/2017 0:00",294783.0712,3238771.816,"LC","O",-0.64008
"1110","PC1747",NA,NA,"9/7/2017 0:00",294777.9211,3238775.189,"LC","O",-0.765048
"1111","PC1748",NA,NA,"9/7/2017 0:00",294773.8923,3238779.948,"LC","O",-0.923544
"1112","PC1749",NA,NA,"9/7/2017 0:00",294769.7496,3238784.565,"LC","O",-0.987552
"1113","PC175",NA,NA,"9/5/2017 0:00",294434.5312,3239043.188,"LC","O",-1.8288
"1114","PC1750",NA,NA,"9/7/2017 0:00",294764.7687,3238788.125,"LC","O",-0.978408
"1115","PC1751",NA,NA,"9/7/2017 0:00",294760.453,3238792.478,"LC","O",-1.316736
"1116","PC1752",NA,NA,"9/7/2017 0:00",294756.1742,3238796.867,"LC","O",-2.837688
"1117","PC1753",NA,NA,"9/7/2017 0:00",294753.2607,3238798.733,"LC","O",-3.151632
"1118","PC1754",NA,NA,"9/7/2017 0:00",294749.6631,3238800.794,"LC","O",-2.801112
"1119","PC1755",NA,NA,"9/7/2017 0:00",294746.0597,3238803.958,"LC","O",-1.740408
"1120","PC1756",NA,NA,"9/7/2017 0:00",294741.0545,3238807.522,"LC","O",-1.103376
"1121","PC1757",NA,NA,"9/7/2017 0:00",294736.086,3238811.109,"LC","O",-1.011936
"1122","PC176",NA,NA,"9/5/2017 0:00",294429.3159,3239039.644,"LC","O",-1.911096
"1123","PC1760",NA,NA,"9/7/2017 0:00",294604.9794,3238924.007,"LC","O",-0.77724
"1124","PC1761",NA,NA,"9/7/2017 0:00",294611.0647,3238924.839,"LC","O",-0.762
"1125","PC1762",NA,NA,"9/7/2017 0:00",294617.3251,3238923.688,"LC","O",-0.713232
"1126","PC1765",NA,NA,"9/7/2017 0:00",294635.9178,3238922.81,"LC","O",-0.786384
"1127","PC1766",NA,NA,"9/7/2017 0:00",294642.1423,3238922.092,"LC","O",-0.920496
"1128","PC1767",NA,NA,"9/7/2017 0:00",294648.2609,3238922.909,"LC","O",-1.313688
"1129","PC1768",NA,NA,"9/7/2017 0:00",294654.3829,3238923.396,"LC","O",-1.383792
"1130","PC1769",NA,NA,"9/7/2017 0:00",294660.5467,3238923.429,"LC","O",-1.176528
"1131","PC177",NA,NA,"9/5/2017 0:00",294462.0135,3239011.715,"LC","O",-1.43256
"1132","PC1770",NA,NA,"9/7/2017 0:00",294666.6178,3238924.752,"LC","O",-0.9144
"1133","PC1771",NA,NA,"9/7/2017 0:00",294672.7391,3238925.163,"LC","O",-0.643128
"1134","PC1774",NA,NA,"9/7/2017 0:00",294691.0815,3238927.091,"LC","O",-0.627888
"1135","PC1775",NA,NA,"9/7/2017 0:00",294697.1902,3238927.46,"LC","O",-0.688848
"1136","PC1776",NA,NA,"9/7/2017 0:00",294703.3939,3238926.456,"LC","O",-0.874776
"1137","PC1777",NA,NA,"9/7/2017 0:00",294709.7034,3238924.982,"LC","O",-1.109472
"1138","PC1778",NA,NA,"9/7/2017 0:00",294630.4101,3238956.784,"LC","O",-0.74676
"1139","PC1779",NA,NA,"9/7/2017 0:00",294623.2809,3238958.634,"LC","O",-0.768096
"1140","PC178",NA,NA,"9/5/2017 0:00",294465.5119,3239016.955,"LC","O",-1.38684
"1141","PC1780",NA,NA,"9/7/2017 0:00",294617.9726,3238962.051,"LC","O",-0.783336
"1142","PC1781",NA,NA,"9/7/2017 0:00",294613.7031,3238966.461,"LC","O",-0.774192
"1143","PC1782",NA,NA,"9/7/2017 0:00",294609.7006,3238971.077,"LC","O",-0.801624
"1144","PC1783",NA,NA,"9/7/2017 0:00",294605.4558,3238975.524,"LC","O",-0.765048
"1145","PC1786",NA,NA,"9/7/2017 0:00",294593.4501,3238989.596,"LC","O",-0.682752
"1146","PC1787",NA,NA,"9/7/2017 0:00",294589.4729,3238994.322,"LC","O",-0.749808
"1147","PC1788",NA,NA,"9/7/2017 0:00",294585.3943,3238998.95,"LC","O",-0.804672
"1148","PC1789",NA,NA,"9/7/2017 0:00",294581.8467,3239004.022,"LC","O",-0.865632
"1149","PC179",NA,NA,"9/5/2017 0:00",294467.7828,3239022.657,"LC","O",-1.335024
"1150","PC1790",NA,NA,"9/7/2017 0:00",294578.5082,3239009.288,"LC","O",-0.819912
"1151","PC1791",NA,NA,"9/7/2017 0:00",294573.2767,3239012.774,"LC","O",-0.77724
"1152","PC1796",NA,NA,"9/7/2017 0:00",294558.1832,3239013.994,"LC","O",-0.621792
"1153","PC1797",NA,NA,"9/7/2017 0:00",294561.5124,3239008.71,"LC","O",-0.697992
"1154","PC1798",NA,NA,"9/7/2017 0:00",294566.4607,3239004.897,"LC","O",-0.713232
"1155","PC1799",NA,NA,"9/7/2017 0:00",294571.1209,3239000.91,"LC","O",-0.737616
"1156","PC18",NA,NA,"9/5/2017 0:00",294369.3496,3239244.043,"LC","O",-0.4572
"1157","PC180",NA,NA,"9/5/2017 0:00",294467.3003,3239029.346,"LC","O",-1.331976
"1158","PC1800",NA,NA,"9/7/2017 0:00",294574.9819,3238996.137,"LC","O",-0.707136
"1159","PC1806",NA,NA,"9/7/2017 0:00",294600.811,3238969.891,"LC","O",-0.73152
"1160","PC1807",NA,NA,"9/7/2017 0:00",294605.7347,3238966.054,"LC","O",-0.722376
"1161","PC1808",NA,NA,"9/7/2017 0:00",294608.8552,3238960.601,"LC","O",-0.725424
"1162","PC1809",NA,NA,"9/7/2017 0:00",294612.612,3238955.768,"LC","O",-0.713232
"1163","PC181",NA,NA,"9/5/2017 0:00",294469.185,3239035.164,"LC","O",-1.24968
"1164","PC1812",NA,NA,"9/7/2017 0:00",294608.1169,3238941.956,"LC","O",-0.70104
"1165","PC1813",NA,NA,"9/7/2017 0:00",294606.5205,3238948.849,"LC","O",-0.73152
"1166","PC1814",NA,NA,"9/7/2017 0:00",294602.8836,3238953.806,"LC","O",-0.74676
"1167","PC1815",NA,NA,"9/7/2017 0:00",294598.9798,3238958.552,"LC","O",-0.737616
"1168","PC1816",NA,NA,"9/7/2017 0:00",294595.5678,3238963.793,"LC","O",-0.725424
"1169","PC1817",NA,NA,"9/7/2017 0:00",294592.051,3238968.887,"LC","O",-0.6858
"1170","PC1818",NA,NA,"9/7/2017 0:00",294587.8025,3238973.26,"LC","O",-0.682752
"1171","PC1819",NA,NA,"9/7/2017 0:00",294583.3614,3238977.563,"LC","O",-0.646176
"1172","PC182",NA,NA,"9/5/2017 0:00",294471.143,3239040.997,"LC","O",-1.176528
"1173","PC1820",NA,NA,"9/7/2017 0:00",294579.0208,3238981.858,"LC","O",-0.661416
"1174","PC1821",NA,NA,"9/7/2017 0:00",294574.0049,3238985.602,"LC","O",-0.667512
"1175","PC1822",NA,NA,"9/7/2017 0:00",294569.5146,3238989.856,"LC","O",-0.728472
"1176","PC1823",NA,NA,"9/7/2017 0:00",294565.7526,3238994.799,"LC","O",-0.740664
"1177","PC1824",NA,NA,"9/7/2017 0:00",294561.3782,3238999.058,"LC","O",-0.740664
"1178","PC1825",NA,NA,"9/7/2017 0:00",294557.8037,3239004.176,"LC","O",-0.740664
"1179","PC1827",NA,NA,"9/7/2017 0:00",294530.366,3239035.886,"LC","O",-0.832104
"1180","PC1828",NA,NA,"9/7/2017 0:00",294524.7379,3239038.616,"LC","O",-0.923544
"1181","PC1829",NA,NA,"9/7/2017 0:00",294519.7751,3239042.155,"LC","O",-1.014984
"1182","PC183",NA,NA,"9/5/2017 0:00",294473.8969,3239046.509,"LC","O",-1.045464
"1183","PC1830",NA,NA,"9/7/2017 0:00",294514.7418,3239045.996,"LC","O",-0.957072
"1184","PC1831",NA,NA,"9/7/2017 0:00",294509.0326,3239048.514,"LC","O",-0.798576
"1185","PC1832",NA,NA,"9/7/2017 0:00",294503.5609,3239051.353,"LC","O",-0.737616
"1186","PC1834",NA,NA,"9/7/2017 0:00",294499.866,3239066.65,"LC","O",-0.710184
"1187","PC1835",NA,NA,"9/7/2017 0:00",294506.6085,3239065.565,"LC","O",-0.9906
"1188","PC1836",NA,NA,"9/7/2017 0:00",294512.4307,3239062.363,"LC","O",-1.6002
"1189","PC1837",NA,NA,"9/7/2017 0:00",294517.2329,3239058.579,"LC","O",-1.865376
"1190","PC1838",NA,NA,"9/7/2017 0:00",294521.2749,3239053.226,"LC","O",-1.85928
"1191","PC1839",NA,NA,"9/7/2017 0:00",294525.6073,3239048.683,"LC","O",-1.621536
"1192","PC184",NA,NA,"9/5/2017 0:00",294475.0006,3239052.606,"LC","O",-0.783336
"1193","PC1840",NA,NA,"9/7/2017 0:00",294530.6004,3239045.135,"LC","O",-1.4478
"1194","PC1841",NA,NA,"9/7/2017 0:00",294535.889,3239041.914,"LC","O",-1.216152
"1195","PC1842",NA,NA,"9/7/2017 0:00",294540.771,3239038.196,"LC","O",-0.80772
"1196","PC1843",NA,NA,"9/7/2017 0:00",294545.5109,3239034.248,"LC","O",-0.755904
"1197","PC1844",NA,NA,"9/7/2017 0:00",294550.9097,3239030.013,"LC","O",-0.673608
"1198","PC1845",NA,NA,"9/7/2017 0:00",294555.4652,3239025.899,"LC","O",-0.646176
"1199","PC1847",NA,NA,"9/7/2017 0:00",294475.2742,3239063.235,"LC","O",-0.734568
"1200","PC1848",NA,NA,"9/7/2017 0:00",294470.7816,3239067.569,"LC","O",-0.856488
"1201","PC1849",NA,NA,"9/7/2017 0:00",294464.9798,3239071.023,"LC","O",-0.954024
"1202","PC1850",NA,NA,"9/7/2017 0:00",294461.0058,3239075.764,"LC","O",-1.167384
"1203","PC1851",NA,NA,"9/7/2017 0:00",294459.0643,3239081.867,"LC","O",-1.496568
"1204","PC1852",NA,NA,"9/7/2017 0:00",294456.9324,3239087.796,"LC","O",-2.124456
"1205","PC1853",NA,NA,"9/7/2017 0:00",294455.6473,3239090.078,"LC","O",-2.170176
"1206","PC1854",NA,NA,"9/7/2017 0:00",294453.8041,3239093.054,"LC","O",-2.16408
"1207","PC1855",NA,NA,"9/7/2017 0:00",294450.8175,3239098.49,"LC","O",-1.368552
"1208","PC1856",NA,NA,"9/7/2017 0:00",294448.8851,3239104.581,"LC","O",-1.008888
"1209","PC1857",NA,NA,"9/7/2017 0:00",294447.4316,3239111.062,"LC","O",-0.890016
"1210","PC1858",NA,NA,"9/7/2017 0:00",294443.3928,3239115.715,"LC","O",-0.844296
"1211","PC1859",NA,NA,"9/7/2017 0:00",294438.1557,3239119.609,"LC","O",-0.798576
"1212","PC1864",NA,NA,"9/7/2017 0:00",294426.7619,3239150.012,"LC","O",-0.627888
"1213","PC1865",NA,NA,"9/7/2017 0:00",294431.5302,3239145.832,"LC","O",-0.752856
"1214","PC1866",NA,NA,"9/7/2017 0:00",294434.3729,3239140.324,"LC","O",-0.728472
"1215","PC1867",NA,NA,"9/7/2017 0:00",294438.5552,3239135.7,"LC","O",-0.722376
"1216","PC1868",NA,NA,"9/7/2017 0:00",294441.6587,3239130.397,"LC","O",-0.762
"1217","PC1869",NA,NA,"9/7/2017 0:00",294443.027,3239123.927,"LC","O",-0.765048
"1218","PC187",NA,NA,"9/5/2017 0:00",294481.2323,3239069.878,"LC","O",-0.786384
"1219","PC1870",NA,NA,"9/7/2017 0:00",294446.3025,3239118.771,"LC","O",-0.810768
"1220","PC1871",NA,NA,"9/7/2017 0:00",294449.6906,3239113.597,"LC","O",-0.893064
"1221","PC1872",NA,NA,"9/7/2017 0:00",294452.9079,3239108.403,"LC","O",-1.106424
"1222","PC1873",NA,NA,"9/7/2017 0:00",294456.7317,3239103.563,"LC","O",-1.822704
"1223","PC1874",NA,NA,"9/7/2017 0:00",294459.3161,3239100.651,"LC","O",-2.264664
"1224","PC1875",NA,NA,"9/7/2017 0:00",294462.0414,3239097.452,"LC","O",-1.862328
"1225","PC1876",NA,NA,"9/7/2017 0:00",294464.4876,3239094.063,"LC","O",-1.38684
"1226","PC1877",NA,NA,"9/7/2017 0:00",294468.0876,3239089.07,"LC","O",-1.338072
"1227","PC1878",NA,NA,"9/7/2017 0:00",294471.5284,3239083.992,"LC","O",-1.298448
"1228","PC1879",NA,NA,"9/7/2017 0:00",294474.3571,3239078.271,"LC","O",-0.938784
"1229","PC188",NA,NA,"9/5/2017 0:00",294483.2659,3239075.641,"LC","O",-0.82296
"1230","PC1880",NA,NA,"9/7/2017 0:00",294476.3996,3239072.227,"LC","O",-0.841248
"1231","PC1881",NA,NA,"9/7/2017 0:00",294478.6968,3239066.379,"LC","O",-0.749808
"1232","PC1882",NA,NA,"9/7/2017 0:00",294488.7872,3239063.977,"LC","O",-0.658368
"1233","PC1883",NA,NA,"9/7/2017 0:00",294485.5706,3239069.241,"LC","O",-0.725424
"1234","PC1884",NA,NA,"9/7/2017 0:00",294484.2211,3239075.776,"LC","O",-0.835152
"1235","PC1885",NA,NA,"9/7/2017 0:00",294482.1321,3239081.731,"LC","O",-1.11252
"1236","PC1886",NA,NA,"9/7/2017 0:00",294479.6724,3239087.465,"LC","O",-1.191768
"1237","PC1887",NA,NA,"9/7/2017 0:00",294475.4564,3239092.067,"LC","O",-1.261872
"1238","PC1888",NA,NA,"9/7/2017 0:00",294469.6339,3239095.598,"LC","O",-1.289304
"1239","PC1889",NA,NA,"9/7/2017 0:00",294466.215,3239100.733,"LC","O",-1.414272
"1240","PC189",NA,NA,"9/5/2017 0:00",294486.9131,3239080.816,"LC","O",-1.078992
"1241","PC1890",NA,NA,"9/7/2017 0:00",294464.2369,3239106.828,"LC","O",-1.850136
"1242","PC1891",NA,NA,"9/7/2017 0:00",294462.9273,3239109.104,"LC","O",-2.084832
"1243","PC1892",NA,NA,"9/7/2017 0:00",294460.7837,3239111.881,"LC","O",-1.917192
